LP,KRS,NIP,Name,Voivodeship,County,Municipality,City
2222,0000102768,8392118969,TOWARZYSTWO OPIEKI PALIATYWNEJ IM. JANINY RÓŻYCKIEJ,POMORSKIE,M. SŁUPSK,M. SŁUPSK,SŁUPSK
2223,0000102786,5422691294,STOWARZYSZENIE PRZYJACIÓŁ KARDIOCHIRURGII,PODLASKIE,M. BIAŁYSTOK,M. BIAŁYSTOK,BIAŁYSTOK
2224,0000102841,8971673711,FUNDACJA DOLNOŚLĄSKI ZESPÓŁ FILMOWY,DOLNOŚLĄSKIE,OLEŚNICKI,OLEŚNICA,NIECISZÓW
2225,0000102889,7132434265,"STOWARZYSZENIE ""NASZA SZKOŁA""",LUBELSKIE,LUBELSKI,GŁUSK,KALINÓWKA
2226,0000102990,6692149944,STOWARZYSZENIE PRZYJACIÓŁ KOSZALINA,ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,KOSZALIN
2227,0000103054,7781364739,WIELKOPOLSKIE TOWARZYSTWO KULTURALNE,WIELKOPOLSKIE,M. POZNAŃ,M. POZNAŃ,POZNAŃ
2228,0000103100,9491696813,BANK ŻYWNOŚCI W CZĘSTOCHOWIE,ŚLĄSKIE,CZĘSTOCHOWA,CZĘSTOCHOWA,CZĘSTOCHOWA
2229,0000103183,6562103582,"MIEJSKI KLUB SPORTOWY ""WIERNA"" W MAŁOGOSZCZU",ŚWIĘTOKRZYSKIE,JĘDRZEJOWSKI,MAŁOGOSZCZ,MAŁOGOSZCZ
2230,0000103209,7121009558,FUNDACJA POMOCY SZKOŁOM POLSKIM NA WSCHODZIE IM. TADEUSZA GONIEWICZA,LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
2231,0000103267,5471623565,FUNDACJA ING DZIECIOM,ŚLĄSKIE,CIESZYŃSKI,WISŁA,WISŁA
2232,0000103399,7342683371,TOWARZYSTWO MIŁOŚNIKÓW ZIEMI MUSZYŃSKIEJ W MUSZYNIE,MAŁOPOLSKIE,NOWOSĄDECKI,MUSZYNA,MUSZYNA
2233,0000103409,5422655884,STOWARZYSZENIE EDUKACJI KULTURALNEJ WIDOK,PODLASKIE,BIAŁYSTOK,BIAŁYSTOK,BIAŁYSTOK
2234,0000103437,9562071010,"KLUB KARATE TRADYCYJNEGO ""KUMADE""",KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,TORUŃ
2235,0000103453,5212999324,"TOWARZYSTWO KRZEWIENIA KULTURY FIZYCZNEJ OGNISKO ""WIERZBNO"" W WARSZAWIE",MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2236,0000103615,8542147548,STARGARDZKIE STOWARZYSZENIE CHORYCH NA SM,ZACHODNIOPOMORSKIE,STARGARDZKI,STARGARD,STARGARD
2237,0000103621,9670628165,"WOJEWÓDZKI ZWIĄZEK ROLNIKÓW, KÓŁEK I ORGANIZACJI ROLNICZYCH W BYDGOSZCZY",KUJAWSKO-POMORSKIE,INOWROCŁAWSKI,INOWROCŁAW,INOWROCŁAW
2238,0000103625,9551983948,STOWARZYSZENIE POMOCY W ROZWOJU SPOŁECZNYM I ZAWODOWYM OSÓB NIEPEŁNOSPRAWNYCH,ZACHODNIOPOMORSKIE,M. SZCZECIN,M. SZCZECIN,SZCZECIN
2239,0000103661,5951179515,KLUB AMAZONEK W MIĘDZYCHODZIE,WIELKOPOLSKIE,MIĘDZYCHODZKI,MIĘDZYCHÓD,MIĘDZYCHÓD
2240,0000103666,8820003421,"LUDOWY KLUB SPORTOWY ""ATOM"" W DZIERŻONIOWIE",DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,DZIERŻONIÓW
2241,0000103694,9661335392,"STOWARZYSZENIE ""UROCZYSKO""",PODLASKIE,BIAŁOSTOCKI,SUPRAŚL,SUPRAŚL
2242,0000103760,9661238306,PODLASKIE TOWARZYSTWO OŚWIATOWE W BIAŁYMSTOKU,PODLASKIE,BIAŁYSTOK,BIAŁYSTOK,BIAŁYSTOK
2243,0000103777,6831682347,"KOŁO PRZYJACIÓŁ HARCERSTWA - STOWARZYSZENIE BYŁYCH INSTRUKTORÓW, WYCHOWANKÓW I SYMPATYKÓW SZCZEPU ""PUSZCZA""",MAŁOPOLSKIE,WIELICKI,NIEPOŁOMICE,NIEPOŁOMICE
2244,0000103857,7770004138,ODDZIAŁ WIELKOPOLSKI POLSKIEGO ZWIĄZKU GŁUCHYCH,WIELKOPOLSKIE,M. POZNAŃ,M. POZNAŃ,POZNAŃ
2245,0000103919,,FALENICKIE TOWARZYSTWO KULTURALNE,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-WAWER,WARSZAWA-FALENICA
2246,0000103923,9121719404,"JEŹDZIECKI KLUB SPORTOWY ""W SIODLE""",DOLNOŚLĄSKIE,OŁAWSKI,OŁAWA,OŁAWA
2247,0000103973,8371548067,"STOWARZYSZENIE POMOCY OSOBOM POTRZEBUJĄCYM ""PRZYSTAŃ""",MAZOWIECKIE,SOCHACZEWSKI,SOCHACZEW,SOCHACZEW
2248,0000103990,5261759181,KRAJOWE STOWARZYSZENIE POMOCY SZKOLE,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2249,0000104137,5262667914,FUNDACJA TYGODNIKA POLITYKA,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
2250,0000104160,5422614299,"CHRZEŚCIJAŃSKI RUCH SPOŁECZNY ""DOBRO WSPÓLNE""",PODLASKIE,M. BIAŁYSTOK,M. BIAŁYSTOK,BIAŁYSTOK
2251,0000104202,8942583856,"KLUB SPORTOWY ""BŁĘKITNI JERZMANOWO""",DOLNOŚLĄSKIE,M. WROCŁAW,M. WROCŁAW,WROCŁAW
2252,0000104203,8871661358,STOWARZYSZENIE ROZWOJU WSI GRODZISZCZE I WSI RUDNICA,DOLNOŚLĄSKIE,ZĄBKOWICKI,STOSZOWICE,GRODZISZCZE
2253,0000104279,8471259658,"MIĘDZYSZKOLNY LUDOWY KLUB SPORTOWY ""CZARNI""",WARMIŃSKO-MAZURSKIE,OLECKI,OLECKO,OLECKO
2254,0000104365,7772451367,STOWARZYSZENIE POMOCY POTRZEBUJĄCYM IM.ŚW.ANTONIEGO,WIELKOPOLSKIE,POZNAŃSKI,MOSINA,MOSINA
2255,0000104379,5731178212,"STOWARZYSZENIE RODZIN DZIECI I OSÓB NIEPEŁNOSPRAWNYCH ""SERCE""",ŚLĄSKIE,M. CZĘSTOCHOWA,M. CZĘSTOCHOWA,CZĘSTOCHOWA
2256,0000104401,7781131248,STOWARZYSZENIE DOM TRZEŹWOŚCI,WIELKOPOLSKIE,M. POZNAŃ,M. POZNAŃ,M. POZNAŃ
2257,0000104439,7851540935,"KLUB SPORTOWY ""WODNIK"" ŚREM",WIELKOPOLSKIE,ŚREMSKI,ŚREM,ŚREM
2258,0000104450,5251683163,TOWARZYSTWO PRZYJACIÓŁ GRODNA I WILNA,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
2259,0000104514,8361013212,"STOWARZYSZENIE OSÓB NIEPEŁNOSPRAWNYCH ""SPRAWNI INACZEJ"" W SKIERNIEWICACH",ŁÓDZKIE,SKIERNIEWICE,SKIERNIEWICE,SKIERNIEWICE
2260,0000104536,8981750620,TOWARZYSTWO IM. EDYTY STEIN,DOLNOŚLĄSKIE,M. WROCŁAW,M. WROCŁAW,WROCŁAW
2261,0000104625,8521967803,POMORSKIE STOWARZYSZENIE PROMOCJI NAUKI,ZACHODNIOPOMORSKIE,M. SZCZECIN,M. SZCZECIN,SZCZECIN
2262,0000104704,6462546067,OCHOTNICZA STRAŻ POŻARNA W MIĘDZYRZECZU,ŚLĄSKIE,BIERUŃSKO-LĘDZIŃSKI,BOJSZOWY,MIĘDZYRZECZE
2263,0000104767,8222007260,"""STOWARZYSZENIE POLSKICH WYCHOWANKÓW CAMP RISING SUN""",MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
2264,0000104777,9371522157,"LUDOWY KLUB SPORTOWY ""ORZEŁ""",ŚLĄSKIE,BIELSKI,KOZY,KOZY
2265,0000104789,5420302302,"POWSZECHNE TOWARZYSTWO OŚWIATOWE ""EDUKACJA NARODOWA"" IM. KS. GRZEGORZA PIRAMOWICZA",PODLASKIE,M. BIAŁYSTOK,M. BIAŁYSTOK,BIAŁYSTOK
2266,0000105083,8522279821,KLUB SPORTOWY IRONMAN SZCZECIN,ZACHODNIOPOMORSKIE,M. SZCZECIN,M. SZCZECIN,SZCZECIN
2267,0000105222,8381706065,"STOWARZYSZENIE RODZICÓW I OPIEKUNÓW DZIECI NIEPEŁNOSPRAWNYCH ""UŚMIECH DZIECKA""",MAZOWIECKIE,ŻYRARDOWSKI,MSZCZONÓW,MSZCZONÓW
2268,0000105241,5532044437,"STOWARZYSZENIE SPOŁECZNO-KULTURALNE ""GROJCOWIANIE"" W WIEPRZU",ŚLĄSKIE,ŻYWIECKI,RADZIECHOWY-WIEPRZ,BRZUŚNIK
2269,0000105271,5991087222,LUBUSKIE STOWARZYSZENIE POMOCY SZKOLE,LUBUSKIE,M. GORZÓW WIELKOPOLSKI,M. GORZÓW WIELKOPOLSKI,GORZÓW WIELKOPOLSKI
2270,0000105344,6112387504,"MIĘDZYSZKOLNY KLUB LEKKOATLETYCZNY ""12"" JELENIA GÓRA",DOLNOŚLĄSKIE,M. JELENIA GÓRA,M. JELENIA GÓRA,JELENIA GÓRA
2271,0000105404,6131466417,"FUNDACJA NA RZECZ ROZWOJU SPOŁECZNOŚCI LOKALNEJ ""ŚWIERADÓW-CZERNIAWA""",DOLNOŚLĄSKIE,LUBAŃSKI,ŚWIERADÓW-ZDRÓJ,ŚWIERADÓW-ZDRÓJ
2272,0000105450,5262612592,FUNDACJA RONALDA MCDONALDA,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
2273,0000105462,9661539864,STOWARZYSZENIE PRZYJACIÓŁ NIEWODNICY,PODLASKIE,BIAŁOSTOCKI,TUROŚŃ KOŚCIELNA,NIEWODNICA KOŚCIELNA
2274,0000105482,6431635870,"SPORTOWY KLUB TANECZNY ""FLAMENCO""",ŚLĄSKIE,M. SIEMIANOWICE ŚLĄSKIE,M. SIEMIANOWICE ŚLĄSKIE,SIEMIANOWICE ŚLĄSKIE
2275,0000105581,5842456513,"STOWARZYSZENIE ""ŁÓDŹ RATUNKOWA""",POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
2276,0000105600,5252240261,"UNIWERSYTECKA FUNDACJA ""SZKOŁA PRAWA NIEMIECKIEGO W WARSZAWIE""",MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2277,0000105716,8652073578,"LUDOWY KLUB SPORTOWY ""HURAGAN""",PODKARPACKIE,STALOWOWOLSKI,ZAKLIKÓW,ZDZIECHOWICE DRUGIE
2278,0000105808,6711615905,STOWARZYSZENIE AMAZONEK W KOŁOBRZEGU,ZACHODNIOPOMORSKIE,KOŁOBRZESKI,KOŁOBRZEG,KOŁOBRZEG
2279,0000105985,5782409414,"STOWARZYSZENIE DLA OSÓB NIEPEŁNOSPRAWNYCH ""POMOCNA DŁOŃ""",POMORSKIE,NOWODWORSKI,NOWY DWÓR GDAŃSKI,MARZĘCINO
2280,0000106033,,"STOWARZYSZENIE POMOCY DZIECIOM Z NADPOBUDLIWOŚCIĄ PSYCHORUCHOWĄ I ICH RODZINOM ""POMOST""",POMORSKIE,M. GDYNIA,M. GDYNIA,GDYNIA
2281,0000106099,7393286177,STOWARZYSZENIE NA RZECZ OŚWIATY,WARMIŃSKO-MAZURSKIE,OLSZTYŃSKI,DOBRE MIASTO,DOBRE MIASTO
2282,0000106108,,ZWIĄZEK KOMBATANTÓW RZECZYPOSPOLITEJ POLSKIEJ I BYŁYCH WIĘŹNIÓW POLITYCZNYCH,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2283,0000106109,5782751348,"""BANK ŻYWNOŚCI W ELBLĄGU""",WARMIŃSKO-MAZURSKIE,M. ELBLĄG,M. ELBLĄG,ELBLĄG
2284,0000106170,8133073232,STOWARZYSZENIE NA RZECZ ZDROWIA PSYCHICZNEGO DZIECKA I RODZINY,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
2285,0000106211,7542718625,STOWARZYSZENIE IMIENIA DOKTORA WOJCIECHA GRZYWNY,OPOLSKIE,OPOLE,OPOLE,OPOLE
2286,0000106283,8381666199,ORATORIUM ŚW. JANA BOSKO,MAZOWIECKIE,ŻYRARDOWSKI,ŻYRARDÓW,ŻYRARDÓW
2287,0000106330,5832544983,TOWARZYSTWO POMOCY IM. ŚW.BRATA ALBERTA KOŁO GDAŃSKIE,POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
2288,0000106412,7122387860,"INTEGRACYJNY KLUB AKTYWNEJ REHABILITACJI I SPORTU NIEWIDOMYCH ""IKAR""",LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
2289,0000106416,7121931563,FUNDACJA FUGA MUNDI,LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
2290,0000106429,7651395776,"STOWARZYSZENIE DZIECI NIEPEŁNOSPRAWNYCH ""UŚMIECH""",ZACHODNIOPOMORSKIE,WAŁECKI,WAŁCZ,WAŁCZ
2291,0000106479,7811713186,STOWARZYSZENIE WSPIERANIA OPIEKI PALIATYWNEJ,WIELKOPOLSKIE,POZNAŃSKI,PUSZCZYKOWO,PUSZCZYKOWO
2292,0000106503,9462112962,ROTARY KLUB LUBLIN CENTRUM,LUBELSKIE,LUBLIN,LUBLIN,LUBLIN
2293,0000106535,7921988808,JAROSŁAWSKIE STOWARZYSZENIE OŚWIATY I PROMOCJI ZDROWIA,PODKARPACKIE,JAROSŁAWSKI,JAROSŁAW,JAROSŁAW
2294,0000106569,6772161574,"STOWARZYSZENIE ""ŻYCZLIWA DŁOŃ""",MAŁOPOLSKIE,WIELICKI,KŁAJ,KŁAJ
2295,0000106693,7561837696,LUDOWY ZESPÓŁ SPORTOWY W STANISZCZACH WIELKICH,OPOLSKIE,STRZELECKI,KOLONOWSKIE,STANISZCZE WIELKIE
2296,0000106747,5262628251,FUNDACJA REKTORÓW POLSKICH,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2297,0000106750,8251916249,"""ŁUKOWSKIE STOWARZYSZENIE ROZWOJU""",LUBELSKIE,ŁUKOWSKI,ŁUKÓW,ŁUKÓW
2298,0000106814,5422699114,FUNDACJA IM. KSIĘCIA KONSTANTEGO OSTROGSKIEGO,PODLASKIE,M. BIAŁYSTOK,M. BIAŁYSTOK,BIAŁYSTOK
2299,0000106868,5271082969,FUNDACJA SZKOLNA IM. KSIĘDZA KARDYNAŁA STEFANA WYSZYŃSKIEGO,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2300,0000106913,5372218637,"STOWARZYSZENIE SPOŁECZNO-OŚWIATOWE ""ŻYĆ GODNIE""",LUBELSKIE,BIALSKI,PISZCZAC,ZALUTYŃ
2301,0000106916,,PRYMASOWSKA FUNDACJA IM. KARDYNAŁA AUGUSTA HLONDA,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-BIELANY,WARSZAWA
2302,0000106927,6762182988,"FUNDACJA NA RZECZ DZIECI I MŁODZIEŻY ""MAŁY PODRÓŻNIK""",MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
2303,0000106940,6762121389,"TOWARZYSTWO KRZEWIENIA KULTURY FIZYCZNEJ OGNISKO ""ENERGIA"" PRZY TAURON DYSTRYBUCJA S.A.",MAŁOPOLSKIE,MIASTO KRAKÓW,KRAKÓW,KRAKÓW
2304,0000106950,6761870309,"FUNDACJA ""EKOMED""",MAŁOPOLSKIE,M.KRAKÓW,KRAKÓW,KRAKÓW
2305,0000106956,9291067691,ZIELONOGÓRSKI LUDOWY KLUB LEKKOATLETYCZNY,LUBUSKIE,M. ZIELONA GÓRA,M. ZIELONA GÓRA,ZIELONA GÓRA
2306,0000107034,5671599707,STOWARZYSZENIE ORATORIUM IM. JANA PAWŁA II,MAZOWIECKIE,PŁOŃSKI,CZERWIŃSK NAD WISŁĄ,CZERWIŃSK
2307,0000107176,7822252470,SAMODZIELNE KOŁO TERENOWE NR 185 SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,WIELKOPOLSKIE,M. POZNAŃ,M. POZNAŃ,POZNAŃ
2308,0000107241,5251563128,"STOWARZYSZENIE PENITENCJARNE ""PATRONAT""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
2309,0000107255,7371788150,"STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ ""PRZYSTAŃ"" IM. JANA PAWŁA II W TYMBARKU",MAŁOPOLSKIE,LIMANOWSKI,TYMBARK,TYMBARK
2310,0000107281,5272558121,TOWARZYSTWO PRZYJACIÓŁ SZKÓŁ KATOLICKICH SODALICJI MARIAŃSKICH,MAZOWIECKIE,M. ST. WARSZAWA,M. ST. WARSZAWA,WARSZAWA
2311,0000107301,8211004298,"TOWARZYSTWO PRZYRODNICZE ""BOCIAN""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
2312,0000107534,6442862517,"KLUB SPORTOWY ""GÓRNIK"" SOSNOWIEC",ŚLĄSKIE,M. SOSNOWIEC,M. SOSNOWIEC,SOSNOWIEC
2313,0000107658,5272375001,ARTBALE STOWARZYSZENIE ROZWOJU EDUKACJI KULTURALNEJ I SZTUKI,MAZOWIECKIE,LEGIONOWSKI,LEGIONOWO,LEGIONOWO
2314,0000107664,9372233774,OCHOTNICZA STRAŻ POŻARNA W PISARZOWICACH,ŚLĄSKIE,BIELSKI,WILAMOWICE,PISARZOWICE
2315,0000107665,9371738615,OCHOTNICZA STRAŻ POŻARNA W KOZACH,ŚLĄSKIE,BIELSKI,KOZY,KOZY
2316,0000107880,6282036212,"STOWARZYSZENIE PRZYJACIÓŁ SP NR 8 W TRZEBINI ""BONA FIDE""",MAŁOPOLSKIE,CHRZANOWSKI,TRZEBINIA,TRZEBINIA
2317,0000107904,5471729482,"STOWARZYSZENIE PROMOCJI ZDROWIA I AKTYWNOŚCI ""NA WIRAŻU""",ŚLĄSKIE,M. BIELSKO-BIAŁA,M. BIELSKO-BIAŁA,BIELSKO-BIAŁA
2318,0000107943,5252240278,FUNDACJA ACADEMIA IURIS IM. MACIEJA BEDNARKIEWICZA,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2319,0000107957,5272376153,STOWARZYSZENIE POLSKI KOMITET NARODOWY  UNICEF,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
2320,0000108052,5272404895,STOWARZYSZENIE STUDENCKIE KOŁO PRZEWODNIKÓW BESKIDZKICH W WARSZAWIE,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
2321,0000108089,9511898828,SAMODZIELNE KOŁO TERENOWE STO NR 20,MAZOWIECKIE,M. ST. WARSZAWA,M. ST. WARSZAWA,WARSZAWA
2322,0000108091,6772195716,MAŁOPOLSKI KLUB REKREACJI I TURYSTYKI KONNEJ IMIENIA 21 PUŁKU UŁANÓW NADWIŚLAŃSKICH. KRAKÓW,MAŁOPOLSKIE,M. KRAKÓW,M. KRAKÓW,KRAKÓW
2323,0000108257,8561657405,"GOLENIOWSKIE STOWARZYSZENIE KOBIET Z PROBLEMEM ONKOLOGICZNYM ""EWA""",ZACHODNIOPOMORSKIE,GOLENIOWSKI,GOLENIÓW,GOLENIÓW
2324,0000108308,9511881503,UNIWERSYTECKI KLUB ALPINISTYCZNY,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2325,0000108407,6711631844,"STOWARZYSZENIE UŻYTKOWNIKÓW PSYCHIATRYCZNEJ OPIEKI ZDROWOTNEJ ORAZ ICH RODZIN I PRZYJACIÓŁ ""FENIKS"" W KOŁOBRZEGU",ZACHODNIOPOMORSKIE,KOŁOBRZESKI,KOŁOBRZEG,KOŁOBRZEG
2326,0000108482,6462552406,OCHOTNICZA STRAŻ POŻARNA BOJSZOWY NOWE,ŚLĄSKIE,BIERUŃSKO-LĘDZIŃSKI,BOJSZOWY,BOJSZOWY NOWE
2327,0000108548,7352344759,FUNDACJA NA RZECZ POMOCY NIEPEŁNOSPRAWNYM WYCHOWANKOM SPECJALNEGO OŚRODKA SZKOLNO-WYCHOWAWCZEGO NR 1.,MAŁOPOLSKIE,NOWOTARSKI,NOWY TARG,NOWY TARG
2328,0000108583,7151719804,KOŁO KOLEŻEŃSKIE 24 PUŁKU UŁANÓW,LUBELSKIE,KRAŚNICKI,KRAŚNIK,KRAŚNIK
2329,0000108594,7250011959,ŁÓDZKIE TOWARZYSTWO FOTOGRAFICZNE,ŁÓDZKIE,M. ŁÓDŹ,M. ŁÓDŹ,ŁÓDŹ
2330,0000108628,5471573991,STOWARZYSZENIE SPOŁECZNYCH SZKÓŁ I OGNISK ARTYSTYCZNYCH W BIELSKU-BIAŁEJ,ŚLĄSKIE,M. BIELSKO-BIAŁA,M. BIELSKO-BIAŁA,BIELSKO-BIAŁA
2331,0000108669,6422759012,UNIWERSYTET TRZECIEGO WIEKU W RYBNIKU,ŚLĄSKIE,RYBNIK,RYBNIK,RYBNIK
2332,0000108710,,"FUNDACJA DOROTY STALIŃSKIEJ ""NADZIEJA""",MAZOWIECKIE,GRODZISKI,MILANÓWEK,MILANÓWEK
2333,0000108764,9910242779,STOWARZYSZENIE NA RZECZ ROZWOJU WSI SUCHY BÓR,OPOLSKIE,OPOLSKI,CHRZĄSTOWICE,SUCHY BÓR
2334,0000108782,5831054596,STOWARZYSZENIE LIONS CLUB GDAŃSK NEPTUN,POMORSKIE,M. GDAŃSK,M. GDAŃSK,GDAŃSK
2335,0000109002,7251127256,"TOWARZYSTWO PRZYJACIÓŁ ""DOMU NA OSIEDLU""",ŁÓDZKIE,M. ŁÓDŹ,M. ŁÓDŹ,ŁÓDŹ
2336,0000109042,8862476650,"FUNDACJA POMOCY DZIECIOM NIESŁYSZĄCYM ""USŁYSZEĆ ŚWIAT""",DOLNOŚLĄSKIE,WAŁBRZYSKI,MIEROSZÓW,NOWE SIODŁO
2337,0000109184,8961001708,"INTEGRACYJNY KLUB SPORTOWY OSÓB NIEPEŁNOSPRAWNYCH ""LOB""",DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
2338,0000109490,8881931894,WŁOCŁAWSKIE TOWARZYSTWO WIOŚLARSKIE,KUJAWSKO-POMORSKIE,WŁOCŁAWEK,WŁOCŁAWEK,WŁOCŁAWEK
2339,0000109497,8141472515,REGIONALNE TOWARZYSTWO KULTURY IM. J.M.GOSLARA W KOLBUSZOWEJ,PODKARPACKIE,KOLBUSZOWSKI,KOLBUSZOWA,KOLBUSZOWA
2340,0000109501,7822240461,FUNDACJA MUSZKIETERÓW,WIELKOPOLSKIE,POZNAŃSKI,TARNOWO PODGÓRNE,SWADZIM
2341,0000109564,5342195624,CENTRUM OCHRONY MOKRADEŁ,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
2342,0000109593,6691018163,AEROKLUB KOSZALIŃSKI,ZACHODNIOPOMORSKIE,BIAŁOGARDZKI,KARLINO,LUBIECHOWO
2343,0000109726,5991977938,GORZOWSKIE STOWARZYSZENIE AMAZONEK OPP,LUBUSKIE,M. GORZÓW WIELKOPOLSKI,M. GORZÓW WIELKOPOLSKI,GORZÓW WIELKOPOLSKI
2344,0000109744,5260311952,FUNDACJA NA RZECZ NAUKI POLSKIEJ,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2345,0000109866,7251657818,FUNDACJA GAJUSZ,ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ
2346,0000109911,6112469082,OCHOTNICZA STRAŻ POŻARNA,DOLNOŚLĄSKIE,KARKONOSKI,PODGÓRZYN,PODGÓRZYN
2347,0000110004,6761709100,KRAKOWSKA RADA NIEPEŁNOSPRAWNYCH,MAŁOPOLSKIE,M. KRAKÓW,M. KRAKÓW,KRAKÓW
2348,0000110116,5212621270,FUNDACJA KRZEWIENIA KULTURY ARTYSTYCZNEJ OSÓB NIEPEŁNOSPRAWNYCH,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2349,0000110151,8131720383,"STOWARZYSZENIE LOKALNE SALEZJAŃSKIEJ ORGANIZACJI SPORTOWEJ ""DON BOSCO-RZESZÓW""",PODKARPACKIE,M. RZESZÓW,M. RZESZÓW,RZESZÓW
2350,0000110346,5262385452,FUNDACJA GESSEL DLA MUZEUM NARODOWEGO W WARSZAWIE,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2351,0000110422,7822165191,WIELKOPOLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z CHOROBĄ ALZHEIMERA,WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
2352,0000110528,5482313354,"STOWARZYSZENIE POMOCY DZIECIOM I RODZINIE ""MOŻNA INACZEJ""",ŚLĄSKIE,CIESZYŃSKI,USTROŃ,USTROŃ
2353,0000110547,5541054688,WODNE OCHOTNICZE POGOTOWIE RATUNKOWE WOJEWÓDZTWA KUJAWSKO-POMORSKIEGO,KUJAWSKO-POMORSKIE,M. BYDGOSZCZ,M. BYDGOSZCZ,BYDGOSZCZ
2354,0000110553,9542409167,"ŚLĄSKIE STOWARZYSZENIE POMOCY DZIECIOM SPECJALNEJ TROSKI I OSOBOM Z UPOŚLEDZENIEM UMYSŁOWYM ODDZIAŁ ""ODRODZENIE""",ŚLĄSKIE,M. KATOWICE,M. KATOWICE,KATOWICE
2355,0000110630,7342785700,"STOWARZYSZENIE RODZICIELSTWA ZASTĘPCZEGO ""BETLEJEM"" W NOWYM SĄCZU",MAŁOPOLSKIE,NOWY SĄCZ,NOWY SĄCZ,NOWY SĄCZ
2356,0000110663,5252119559,TOWARZYSTWO NAUKOWE WARSZAWSKIE,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2357,0000110672,8551478598,STOWARZYSZENIE POMOCY OSOBOM NIEPEŁNOSPRAWNYM,ZACHODNIOPOMORSKIE,M. ŚWINOUJŚCIE,M. ŚWINOUJŚCIE,ŚWINOUJŚCIE
2358,0000110695,9570054285,STOWARZYSZENIE AMNESTY INTERNATIONAL,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
2359,0000110851,5252067816,"STOWARZYSZENIE ""ELEUTERIA""",MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
2360,0000110860,5251575166,POLSKIE TOWARZYSTWO GEOGRAFICZNE,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
2361,0000110888,5252211472,POLSKIE TOWARZYSTWO STWARDNIENIA ROZSIANEGO ODDZIAŁ WARSZAWSKI,MAZOWIECKIE,M.ST.WARSZAWA,M.ST.WARSZAWA,WARSZAWA
2362,0000110914,6771998471,STOWARZYSZENIE POMOCY SOCJALNEJ GAUDIUM ET SPES,MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
2363,0000110930,8341715649,STOWARZYSZENIE ROZWOJU WSI WALISZEW I OKOLIC,ŁÓDZKIE,ŁOWICKI,BIELAWY,STARY WALISZEW
